product_name,product_description,count_of_ratings,product_price,regular_price,product_url,effect,ingredients,rating,capacity,regular_unit_price_100ml,promotion_unit_price_100ml,brand,discount,lemmatized_ingredients
Redblocker,"koncentrat naprawczy do twarzy, 30 ml",13,29.99,43.99,/redblocker-koncentrat-naprawczy-do-twarzy-30-ml-000000000000373430.html,Regenerujące,"Aqua,Vitis Vinifera Seed Oil,Dicaprylyl Carbonate,Isoamyl Laurate,Glycerin/Lilium Candidum Bulb Extract,Sodium Hyaluronate,Methylpropanediol/Caprylyl Glycol/Phenylpropanol,Glycerin/Malpighia Glabra Fruit Extract,C13-15 Alkane,Troxerutin,Cocoglycerides,Sodium Chloride,Tocopheryl Acetate,Hydroxyethylcellulose,Parfum",4.1,30.0,146.63,99.97,Redblocker,31.82541486701524,"water, vitis vinifera seed oil, dicaprylyl carbonate, isoamyl laurate, glycerin,lilium candidum bulb extract, sodium hyaluronate, methylpropanediol,caprylyl glycol,phenylpropanol, glycerin,malpighia glabra fruit extract, c13 - 15 alkane, troxerutin, cocoglycerides, sodium chloride, tocopheryl acetate, hydroxyethylcellulose, parfum"
Redblocker,"krem do twarzy do skóry naczynkowej na noc, 50 ml",8,29.39,41.99,/redblocker-krem-do-twarzy-do-skory-naczynkowej-na-noc-50ml-000000000000264642.html,Nawilżające,"Aqua,Glycerin,Cetearyl Ethylhexanoate,Propylene Glycol,Butyrospermum Parkii Butter,Octyldodecanol,Methylpropanediol,Cetyl Alcohol,Glyceryl Stearate Citrate,Glyceryl Stearate,Caprylic/Capric Triglyceride,Ruscus Aculeatus Root Extract,Aesculus Hippocastanum Seed Extract,Decyl Glucoside,Ginkgo Biloba Leaf Extract,Vaccinium Macrocarpon Fruit Extract,Spilanthes Acmella Flower Extract,Caprylyl Glycol,Tocopherol,Phenylpropanol,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,Sodium Acrylate/Sodium Acryloyldimethy Taurate Copolymer,Hydrogenated Polydecene,Laureth-7,Disodium EDTA,Lactic Acid,BHA,Sodium Hydroxide,Parfum,Limonene,Linalool,Alpha-Isomethyl Ionone",4.0,50.0,83.98,58.78,Redblocker,30.00714455822815,"water, glycerin, cetearyl ethylhexanoate, propylene glycol, butyrospermum parkii butter, octyldodecanol, methylpropanediol, cetyl alcohol, glyceryl stearate citrate, glyceryl stearate, caprylic,capric triglyceride, ruscus aculeatus root extract, aesculus hippocastanum seed extract, decyl glucoside, ginkgo biloba leaf extract, vaccinium macrocarpon fruit extract, spilanthes acmella flower extract, caprylyl glycol, tocopherol, phenylpropanol, acrylates,c10 - 30 alkyl acrylate crosspolymer, sodium acrylate,sodium acryloyldimethy taurate copolymer, hydrogenated polydecene, laureth-7,disodium edta, lactic acid, bha, sodium hydroxide, parfum, limonene, linalool, alpha - isomethyl ionone"
Beauty Of Joseon,"przeciwsłoneczny krem z SPF50+ do twarzy, 50 ml",6,96.99,96.99,/beauty-of-joseon-przeciwsloneczny-krem-z-spf50-do-twarzy-50-ml-000000000000453981.html,ochrona UV,"Water, Oryza Sativa (Rice) Extract (30%), Dibutyl Adipate, Propanediol, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Polymethylsilsesquioxane, Ethylhexyl Triazone, Niacinamide, Methylene Bis-benzotriazolyl Tetramethylbutylphenol, Coco-caprylate/Caprate, Caprylyl Methicone, Diethylhexyl Butamido Triazone, Glycerin, Butylene Glycol, Oryza Sativa (Rice) Germ Extract, Camellia Sinensis Leaf Extract, Lactobacillus/Pumpkin Ferment Extract, Bacillus/Soybean Ferment Extract, Saccharum Officinarum (Sugarcane) Extract, Macrocystis Pyrifera (Kelp) Extract, Cocos Nucifera (Coconut) Fruit Extract, Panax Ginseng Root Extract, Camellia Sinensis Leaf Extract, Monascus/Rice Ferment, Pentylene Glycol, Behenyl Alcohol, Poly C10-30 Alkyl Acrylate, Polyglyceryl-3 Methylglucose Distearate, Decyl Glucoside, Tromethamine, Carbomer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, 1,2-Hexanediol,Sodium Stearoyl Glutamate, Polyacrylate Crosspolymer-6, Ethylhexylglycerin, Adenosine, Xanthan Gum, Tocopherol, Lactobacillus/Rice Ferment, Aspergillus Ferment, Saccharomyces/Rice Ferment Filtrate",5.0,50.0,193.98,193.98,Beauty Of Joseon,0.0,"water, oryza sativa (rice) extract (30%), dibutyl adipate, propanediol, diethylamino hydroxybenzoyl hexyl benzoate, polymethylsilsesquioxane, ethylhexyl triazone, niacinamide, methylene bis - benzotriazolyl tetramethylbutylphenol, coco - caprylate,caprate, caprylyl methicone, diethylhexyl butamido triazone, glycerin, butylene glycol, oryza sativa (rice) germ extract, camellia sinensis leaf extract, lactobacillus,pumpkin ferment extract, bacillus,soybean ferment extract, saccharum officinarum (sugarcane) extract, macrocystis pyrifera (kelp) extract, cocos nucifera (coconut) fruit extract, panax ginseng root extract, camellia sinensis leaf extract, monascus,rice ferment, pentylene glycol, behenyl alcohol, poly c10 - 30 alkyl acrylate, polyglyceryl-3 methylglucose distearate, decyl glucoside, tromethamine, carbomer, acrylates,c10 - 30 alkyl acrylate crosspolymer, 1,2 - hexanediol, sodium stearoyl glutamate, polyacrylate crosspolymer-6, ethylhexylglycerin, adenosine, xanthan gum, tocopherol, lactobacillus,rice ferment, aspergillus ferment, saccharomyce,rice ferment filtrate"
Ziaja Witamina C.B3,"krem do twarzy na przebudzenie, 50 ml",13,12.29,12.29,/ziaja-krem-do-twarzy-na-przebudzenie-50-ml-000000000000438360.html,Rozjaśniające,"Aqua (Water), Octyldodecanol, Coco-Caprylate/Caprate, Glyceryl Stearate, PEG-100 Stearate, Cetyl Alcohol, Dimethicone, Propylene Glycol, Butyrospermum Parkii (Shea) Butter, Hydrolyzed Rice Protein, Niacinamide, Calcium Pantothenate, Sodium Ascorbyl Phosphate, Tocopheryl Acetate, Pyridoxine HCl, Maltodextrin, Sodium Starch Octenylsuccinate, Silica, Camellia Japonica Seed Oil, Carbomer, Disodium EDTA, Phenoxyethanol, Hydroxyacetophenone, Parfum (Fragrance), Linalool, Geraniol, Limonene, Sodium Hydroxide.",5.0,50.0,24.58,24.58,Ziaja,0.0,"water (water), octyldodecanol, coco - caprylate,caprate, glyceryl stearate, peg-100 stearate, cetyl alcohol, dimethicone, propylene glycol, butyrospermum parkii (shea) butter, hydrolyzed rice protein, niacinamide, calcium pantothenate, sodium ascorbyl phosphate, tocopheryl acetate, pyridoxine hcl, maltodextrin, sodium starch octenylsuccinate, silica, camellia japonica seed oil, carbomer, disodium edta, phenoxyethanol, hydroxyacetophenone, parfum (fragrance), linalool, geraniol, limonene, sodium hydroxide."
Feel Free,"krem booster z witaminą c i kwasem hialuronowym do twarzy, 50 ml",24,27.99,39.99,/feel-free-krem-booster-z-witamina-c-i-kwasem-hialuronowym-do-twarzy-50-ml-000000000000384962.html,Nawilżające,"Aqua (Water), Aloe barbadensis Leaf Juice*, Ascorbic Acid, Glycerin, Isoamyl Cocoate, Pentylene Glycol, Polyglyceryl-3 Dicitrate/Stearate, Olea Europaea (Olive) Fruit Oil*, Coco-Caprylate/Caprate, Caprylic/Capric Triglyceride, Argania Spinosa Kernel Oil*, Stearyl Alcohol, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate, Punica Granatum Fruit Extract, Ficus Carica Fruit Extract, Morus Alba Fruit Extract, Ginkgo Biloba Nut Extract, Caesalpinia Spinosa Fruit Extract, Kappaphycus Alvarezii Extract, Punica Granatum Seed Oil*, Simmondsia Chinensis (Jojoba) Seed Oil*, Glyceryl Stearate, Xanthan Gum, Tocopherol, Beta-Sitosterol, Squalene, Propanediol, Sodium Phytate, Benzyl Alcohol, Dehydroacetic Acid, Sodium Hydroxide.
* Składniki pochodzące z upraw ekologicznych.
** Zapach pochodzenia naturalnego.
Ogółem 99,5% pochodzenia naturalnego.
10,25% wszystkich składników pochodzi z upraw ekologicznych.",4.3,50.0,79.98,55.98,Feel Free,30.007501875468872,"water (water), aloe barbadensis leaf juice *, ascorbic acid, glycerin, isoamyl cocoate, pentylene glycol, polyglyceryl-3 dicitrate,stearate, olea europaea (olive) fruit oil *, coco - caprylate,caprate, caprylic,capric triglyceride, argania spinosa kernel oil *, stearyl alcohol, hydrolyzed hyaluronic acid, sodium hyaluronate, punica granatum fruit extract, ficus carica fruit extract, morus alba fruit extract, ginkgo biloba nut extract, caesalpinia spinosa fruit extract, kappaphycus alvarezii extract, punica granatum seed oil *, simmondsia chinensis (jojoba) seed oil *, glyceryl stearate, xanthan gum, tocopherol, beta - sitosterol, squalene, propanediol, sodium phytate, benzyl alcohol, dehydroacetic acid, sodium hydroxide. 
 * składniki pochodzące z upraw ekologicznych. 
 * * zapach pochodzenia naturalnego. 
 ogółem 99,5 % pochodzenia naturalnego. 
 10,25 % wszystkich składników pochodzi z upraw ekologicznych."
Uzdrovisco,"bezolejowy krem wygładzający do twarzy, 50 ml",5,32.39,53.99,/uzdrovisco-bezolejowy-krem-wygladzajacy-do-twarzy-50-ml-000000000000429401.html,Wygładzające,"Aqua, Glycerin, Polyglyceryl-3 Methylglucose Distearate, Propanediol, Ethylhexyl Pelargonate, Squalane, Tripelargonin, Dicaprylyl Carbonate, Myristyl Myristate, Retinal, Ceramide NP, Xanthophylls, Tocopherol, Xanthan Gum, Betaine, Cetearyl Alcohol, Glyceryl Stearate, Lysolecithin, Sclerotium Gum, Zea Mays Starch, Pullulan, Echinacea Pallida Extract, Silica, Tetrasodium Glutamate Diacetate, Citric Acid, Benzyl Alcohol, Dehydroacetic Acid, Parfum",5.0,50.0,107.98,64.78,Uzdrovisco,40.0074087794036,"water, glycerin, polyglyceryl-3 methylglucose distearate, propanediol, ethylhexyl pelargonate, squalane, tripelargonin, dicaprylyl carbonate, myristyl myristate, retinal, ceramide np, xanthophyll, tocopherol, xanthan gum, betaine, cetearyl alcohol, glyceryl stearate, lysolecithin, sclerotium gum, zea mays starch, pullulan, echinacea pallida extract, silica, tetrasodium glutamate diacetate, citric acid, benzyl alcohol, dehydroacetic acid, parfum"
AA Aloes Pink,"nawilżający krem do twarzy na dzień, 50 ml",10,23.99,23.99,/aa-nawilzajacy-krem-do-twarzy-na-dzien-50-ml-000000000000415186.html,nawilżający,"Aqua,Glycerin,Betaine,Dimethicone,Isopropyl Palmitate,Xylitylglucoside,Aloe Vera Leaf Extract,Trehalose,Pentylene Glycol,Sodium Hyaluronate,Glucose,Hydrolyzed Caesalpinia Spinosa Gum,Caesalpinia Spinosa Gum,Propanediol,Alpha-Glucan Oligosaccharide,Panthenol,Fructose,Urea,Maltose,Allantoin,Sodium PCA,Anhydroxylitol,Xylitol,Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,Carbomer,Dimethicone Crosspolymer,Sodium Benzotriazolyl Butylphenol Sulfonate,Buteth-3,Tributyl Citrate,Tocopheryl Acetate,Sodium Lactate,Triethanolamine,Sodium Chloride,Sodium Hydroxide,Citric Acid,Parfum,Synthetic Fluorphlogopite,Mica,Phenoxyethanol,Potassium Sorbate,Ethylhexylglycerin,CI 77491,CI 77891,CI 77510",3.5,50.0,47.98,47.98,AA,0.0,"water, glycerin, betaine, dimethicone, isopropyl palmitate, xylitylglucoside, aloe vera leaf extract, trehalose, pentylene glycol, sodium hyaluronate, glucose, hydrolyzed caesalpinia spinosa gum, caesalpinia spinosa gum, propanediol, alpha - glucan oligosaccharide, panthenol, fructose, urea, maltose, allantoin, sodium pca, anhydroxylitol, xylitol, hydroxyethyl acrylate,sodium acryloyldimethyl taurate copolymer, carbomer, dimethicone crosspolymer, sodium benzotriazolyl butylphenol sulfonate, buteth-3,tributyl citrate, tocopheryl acetate, sodium lactate, triethanolamine, sodium chloride, sodium hydroxide, citric acid, parfum, synthetic fluorphlogopite, mica, phenoxyethanol, potassium sorbate, ethylhexylglycerin, ci 77491,ci 77891,ci 77510"
Sensilis Pure Perfection,"krem do twarzy zapobiegający starzeniu się skóry, 50 ml",5,157.99,157.99,/sensilis-krem-do-twarzy-zapobiegajacy-starzeniu-sie-skory-50ml-000000000000281192.html,"Przeciwzmarszczkowe,
Ujędrniające","Składniki aktywne: krzemionka, Nutelline, laricyl z wyciągu z grzyba Fomes officinalis, wyciąg z lnu, ekstrakt z czerwonych alg, sól cynkowa kwasu piroglutaminowego PCA, witamina E",4.8,50.0,315.98,315.98,Sensilis,0.0,"składniki aktywne: krzemionka, nutelline, laricyl z wyciągu z grzyba fome officinalis, wyciąg z lnu, ekstrakt z czerwonych alg, sól cynkowa kwasu piroglutaminowego pca, witamina e"
Bielenda Professional Acid Fusion,"zaawansowany krem do twarzy korygujący niedoskonałości, 50 ml",16,69.99,69.99,/bielenda-professional-zaawansowany-krem-do-twarzy-50ml-000000000000301879.html,Nawilżające,"Aqua (Water),Squalane,Propylene Glycol,Glyceryl Stearate,Cetearyl Alcohol,Ceteareth-20,Azelaic Acid,Triethylhexanoin,Isododecane,Hydrogenated Tetradecenyl / Methylpentadecene,Glycerin,Mandelic Acid,Panthenol,Salicylic Acid,Allantoin,Dimethicone,Dimethicone Crosspolymer,Carbomer,Nylon 6/12,Polyacrylamide,C13-14 Isoparaffin,Laureth-7,Potassium Hydroxide,Methylparaben,Citrus Aurantium Dulcis (Orange) Peel Oil Expressed,Parfum (Fragrance),Citronellol,Hexyl Cinnamal,Limonene,Linalool",4.7,50.0,139.98,139.98,Bielenda,0.0,"water (water),squalane, propylene glycol, glyceryl stearate, cetearyl alcohol, ceteareth-20,azelaic acid, triethylhexanoin, isododecane, hydrogenated tetradecenyl,methylpentadecene, glycerin, mandelic acid, panthenol, salicylic acid, allantoin, dimethicone, dimethicone crosspolymer, carbomer, nylon 6/12,polyacrylamide, c13 - 14 isoparaffin, laureth-7,potassium hydroxide, methylparaben, citrus aurantium dulcis (orange) peel oil expressed, parfum (fragrance),citronellol, hexyl cinnamal, limonene, linalool"
Benton Snail Bee,"nawilżający krem ujędrniający do twarzy, 50 g",10,114.99,114.99,/benton-nawilzajacy-krem-ujedrniajacy-do-twarzy-50-g-000000000000300039.html,ujędrniający,"Aqua (Water),Butylene Glycol,Snail Secretion Filtrate,Glycerin,Cetyl Ethylhexanoate,Niacinamide,Behenyl Alcohol,1,2-Hexanediol,Cetearyl Olivate,Palmitic Acid,Sorbitan Olivate,Simmondsia Chinensis (Jojoba) Seed Oil,Helianthus Annuus (Sunflower) Seed Oil,Carthamus Tinctorius (Safflower) Seed Oil,Argania Spinosa Kernel Oil,Sodium Hyaluronate,Plantago Asiatica Extract,Diospyros Kaki Leaf Extract,Salix Alba (Willow) Bark Extract,Ulmus Campestris (Elm) Bark Extract,Laminaria Digitata Extract,sh-Oligopeptide-1,Glyceryl Stearate,Stearic Acid,Lauric Acid,Myristic Acid,Carbomer,Urea,Arginine,Adenosine,Bee Venom,Pentylene Glycol,Zanthoxylum Piperitum Fruit Extract,Pulsatilla Koreana Extract,Usnea Barbata (Lichen) Extract,Polysorbate 20,Lecithin",5.0,50.0,229.98,229.98,Benton,0.0,"water (water),butylene glycol, snail secretion filtrate, glycerin, cetyl ethylhexanoate, niacinamide, behenyl alcohol,1,2 - hexanediol, cetearyl olivate, palmitic acid, sorbitan olivate, simmondsia chinensis (jojoba) seed oil, helianthus annuus (sunflower) seed oil, carthamus tinctorius (safflower) seed oil, argania spinosa kernel oil, sodium hyaluronate, plantago asiatica extract, diospyros kaki leaf extract, salix alba (willow) bark extract, ulmus campestris (elm) bark extract, laminaria digitata extract, sh - oligopeptide-1,glyceryl stearate, stearic acid, lauric acid, myristic acid, carbomer, urea, arginine, adenosine, bee venom, pentylene glycol, zanthoxylum piperitum fruit extract, pulsatilla koreana extract, usnea barbata (lichen) extract, polysorbate 20,lecithin"
Solverx Sensitive,"krem do twarzy SPF50+, 50 ml",275,37.99,37.99,/solverx-krem-do-twarzy-spf50-50-ml-000000000000407912.html,ochrona UV,"Aqua, Octocrylene, C 12-15 Alkyl Benzoate, Acrylates Copolymer, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Glycerin, Phenylbenzimidazole Sulfonic Acid, VP/Hexadecene Copolymer, Ethyl Alcohol, Inulin, Alpha-glucan oligosaccharide, Paeonia Lactiflora Root Extract,Trehalose,Tocopheryl Acetate, Dimethicone, Triethanolamine, Phenoxyethanol, Ethylhexylglycerin, Potassium Sorbate, Sodium Benzoate, Parfum.",3.8,50.0,75.98,75.98,Solverx,0.0,"water, octocrylene, c 12 - 15 alkyl benzoate, acrylate copolymer, butyl methoxydibenzoylmethane, ethylhexyl salicylate, glycerin, phenylbenzimidazole sulfonic acid, vp,hexadecene copolymer, ethyl alcohol, inulin, alpha - glucan oligosaccharide, paeonia lactiflora root extract, trehalose, tocopheryl acetate, dimethicone, triethanolamine, phenoxyethanol, ethylhexylglycerin, potassium sorbate, sodium benzoate, parfum."
Yoskine Okinawa Green Caviar,"krem do twarzy 70+ na dzień i noc, 50 ml",5,59.99,59.99,/yoskine-krem-do-twarzy-70-na-dzien-i-noc-50-ml-000000000000372718.html,"Odżywcze,
Przeciwzmarszczkowe","Aqua, Hydrogenated Polydecene, Caprylic/Capric Triglyceride, Cetearyl Alcohol, Glycerin, Cetearyl Ethylhexanoate, Triolein, Propanediol, Pentylene Glycol, Ammonium Acryloyldimethyltaurate/VP Copolymer, Isostearyl Hydroxystearate, Camellia Japonica Seed Oil, Hydrolyzed Candida Saitoana Extract, Caulerpa Lentillifera Extract, Glyceryl Dioleate, Palmitoyl Tripeptide-1, Cetearyl Glucoside, Caesalpinia Spinosa Gum, Butyrospermum Parkii Butter, Butylene Glycol, Palmitoyl Tetrapeptide-7, Gluconolactone, Sodium Lactate, Cichorium Intybus Root Oligosaccharides, Carbomer, Polysorbate 20, Chlorphenesin, Disodium EDTA, Sodium Benzoate, Citric Acid, Calcium Gluconate, Ethylhexylglycerin, Phenoxyethanol, Propylene Glycol, Hydroxyacetophenone, Octadecyl Di-T-Butyl-4-Hydroxyhydrocinnamate, Limonene, Linalool, Coumarin, Citral, Parfum, CI 19140, CI 42090.",5.0,50.0,119.98,119.98,Yoskine,0.0,"water, hydrogenate polydecene, caprylic,capric triglyceride, cetearyl alcohol, glycerin, cetearyl ethylhexanoate, triolein, propanediol, pentylene glycol, ammonium acryloyldimethyltaurate,vp copolymer, isostearyl hydroxystearate, camellia japonica seed oil, hydrolyzed candida saitoana extract, caulerpa lentillifera extract, glyceryl dioleate, palmitoyl tripeptide-1, cetearyl glucoside, caesalpinia spinosa gum, butyrospermum parkii butter, butylene glycol, palmitoyl tetrapeptide-7, gluconolactone, sodium lactate, cichorium intybus root oligosaccharides, carbomer, polysorbate 20, chlorphenesin, disodium edta, sodium benzoate, citric acid, calcium gluconate, ethylhexylglycerin, phenoxyethanol, propylene glycol, hydroxyacetophenone, octadecyl di - t - butyl-4 - hydroxyhydrocinnamate, limonene, linalool, coumarin, citral, parfum, ci 19140, ci 42090."
Tołpa Green Men,"przeciwzmarszczkowy krem łagodzący, 40 ml",5,21.99,21.99,/tolpa-przeciwzmarszczkowy-krem-lagodzacy-40-ml-000000000000278340.html,przeciwzmarszczkowy,"Aqua, Glycerin, Coco-Caprylate, Peat Extract, Cetyl Alcohol, Glyceryl Stearate Citrate, Parfum, Aluminum Starch Octenylsuccinate, Cymbopogon Citratus Extract, Centella Asiatica Extract, Panax Ginseng Root Extract, Menyanthes Trifoliata Leaf Extract, Citrus Aurantium Dulcis Callus Culture Extract, Propylene Glycol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Disodium EDTA, Tocopherol, Sodium Hydroxide, Xanthan Gum, Polysorbate 60, Sorbitan Isostearate, Gluconolactone, Calcium Gluconate, Methylpropanediol, Phenethyl Alcohol, Phenoxyethanol, Caprylyl Glycol, Benzoic Acid, Sodium Benzoate, Potassium Sorbate.",4.7,40.0,54.97,54.97,Tołpa,0.0,"water, glycerin, coco - caprylate, peat extract, cetyl alcohol, glyceryl stearate citrate, parfum, aluminum starch octenylsuccinate, cymbopogon citratus extract, centella asiatica extract, panax ginseng root extract, menyanthes trifoliata leaf extract, citrus aurantium dulcis callus culture extract, propylene glycol, hydroxyethyl acrylate,sodium acryloyldimethyl taurate copolymer, acrylates,c10 - 30 alkyl acrylate crosspolymer, disodium edta, tocopherol, sodium hydroxide, xanthan gum, polysorbate 60, sorbitan isostearate, gluconolactone, calcium gluconate, methylpropanediol, phenethyl alcohol, phenoxyethanol, caprylyl glycol, benzoic acid, sodium benzoate, potassium sorbate."
Orientana Natural Suncare,"krem do twarzy SPF50+, 50 ml",5,55.99,79.99,/orientana-krem-do-twarzy-spf50-50-ml-000000000000423002.html,ochrona UV,"INCI: Aqua, Caprylic/Capric Triglyceride, Titanium Dioxide, Isoamyl Laurate, Phenylbenzimidazole Sulfonic Acid, Propanediol, Glycerin, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Cananga Odorata Flower Water, Cetyl Esters, Cetearyl Alcohol, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Ethylhexyl Triazone, Helianthus Annuus Seed Oil, Cannabis Sativa Seed Oil, Hydrogenated Vegetable Oil, Panax Ginseng Root Extract, Euphorbia Cerifera Cera, Schisandra Chinensis Fruit Extract, Lauryl Glucoside, Citrus Japonica Fruit Extract, Polyglyceryl-6 Laurate, Tocopherol, Stearic Acid, Acacia Senegal Gum, Myristyl Glucoside, Xanthan Gum, Sodium Stearoyl Glutamate, Phenethyl Alcohol, Sodium Potassium Aluminum Silicate, Silica, Ethylhexylglycerin, Tetrasodium Glutamate Diacetate, Polyhydroxystearic Acid, Alumina, Sodium Benzoate, Potassium Sorbate, Citric Acid, Sodium Hydroxide, Parfum, CI 77891.",4.0,50.0,159.98,111.98,Orientana,30.003750468808594,"inci: water, caprylic,capric triglyceride, titanium dioxide, isoamyl laurate, phenylbenzimidazole sulfonic acid, propanediol, glycerin, diethylamino hydroxybenzoyl hexyl benzoate, cananga odorata flower water, cetyl esters, cetearyl alcohol, bis - ethylhexyloxyphenol methoxyphenyl triazine, ethylhexyl triazone, helianthus annuus seed oil, cannabis sativa seed oil, hydrogenated vegetable oil, panax ginseng root extract, euphorbia cerifera cera, schisandra chinensis fruit extract, lauryl glucoside, citrus japonica fruit extract, polyglyceryl-6 laurate, tocopherol, stearic acid, acacia senegal gum, myristyl glucoside, xanthan gum, sodium stearoyl glutamate, phenethyl alcohol, sodium potassium aluminum silicate, silica, ethylhexylglycerin, tetrasodium glutamate diacetate, polyhydroxystearic acid, alumina, sodium benzoate, potassium sorbate, citric acid, sodium hydroxide, parfum, ci 77891."
